baseMean	log2FoldChange	lfcSE	pvalue	padj	direction	gained_ac	gene
Mir221	0.0806687421617507	-0.0326819061679658	0.270387140293405	0.903793381888856	0.938040296434984	un	FALSE	Mir221
Cyp3a41a	5.09063918722468	0.0501603973193636	0.415560883598585	0.903924468151354	0.938121912345081	un	FALSE	Cyp3a41a
Zfp212	277.784860288013	0.0171960632438099	0.142614452845372	0.904025863059891	0.938172705929168	un	TRUE	Zfp212
Mterf	39.5348231216508	-0.0389697437140968	0.323721542505443	0.904181780464694	0.938280072255252	un	FALSE	Mterf
Atp2c2	2.56726676784197	0.041282134611082	0.343132547671092	0.904237911069826	0.938283882194982	un	FALSE	Atp2c2
Ceacam2	71.7433795002185	-0.0372540222678018	0.310567415077239	0.904519029958516	0.938521137593574	un	FALSE	Ceacam2
Mrpl46	585.600856118774	-0.0149283847471679	0.124635681525371	0.904660458533837	0.938613432411173	un	FALSE	Mrpl46
Gjd4	2.35790753453697	-0.0423016893713077	0.353995745629969	0.904881035352584	0.938787830528788	un	FALSE	Gjd4
Vgll4	304.528834051994	-0.0206022405784685	0.172906719517898	0.905154663149377	0.939017244074575	un	FALSE	Vgll4
Gab2	120.843796917536	-0.0268952891225581	0.226203544780221	0.905355675756213	0.93911683677873	un	FALSE	Gab2
Mxra8	323.778646861573	-0.0203417450667847	0.171019583450116	0.905319760512844	0.93911683677873	un	FALSE	Mxra8
Tm4sf5	2.38517534621342	-0.0357343250606951	0.301731193265823	0.905726169127536	0.93933771663082	un	FALSE	Tm4sf5
Zfand2a	751.276184506383	-0.0218095132247623	0.183967639807752	0.905631236142391	0.93933771663082	un	TRUE	Zfand2a
Zswim3	49.4316892020727	0.0382125156501597	0.32251154616709	0.905684030404116	0.93933771663082	un	TRUE	Zswim3
2810474O19Rik	842.497705350743	0.0246606408353009	0.20884481832184	0.906003341936932	0.939466454467108	un	FALSE	2810474O19Rik
Fam164a	30.9627961477599	0.0391881348034855	0.331681979540868	0.905949024162306	0.939466454467108	un	FALSE	Fam164a
Sult2a1	5.62681482470215	0.0487614812492111	0.412968840165524	0.906007876165892	0.939466454467108	un	FALSE	Sult2a1
Dock10	142.336927158765	0.0321021218761815	0.27303644017263	0.906404813901263	0.939769085933452	un	FALSE	Dock10
Hist1h2bj	2.77104262483418	-0.0361722469600307	0.307634883608372	0.906399068628782	0.939769085933452	un	FALSE	Hist1h2bj
Pygo1	4.67219733518574	-0.0512893847866702	0.437474222288718	0.906670038571247	0.939989584389365	un	FALSE	Pygo1
Cyp39a1	1040.53520238568	-0.0203292252116208	0.173950374330218	0.906964689151961	0.94024056281064	un	FALSE	Cyp39a1
Lrrc30	1.44741950887992	0.0348659162395988	0.299403108002614	0.90729478751388	0.940473750766344	un	FALSE	Lrrc30
Tnip2	174.806043064541	0.0224640621959372	0.192891473934189	0.907288309694974	0.940473750766344	un	FALSE	Tnip2
Eif4e2	1458.93561166509	-0.0100396980564354	0.0862849815143498	0.907371114919585	0.940498363551907	un	FALSE	Eif4e2
Ednra	155.979980943014	0.0211431816258449	0.181895682241731	0.907463959058755	0.940540092236477	un	FALSE	Ednra
4922501C03Rik	101.323213045566	0.0213851716613753	0.184104917995136	0.907527698752934	0.94055165256084	un	FALSE	4922501C03Rik
Hlcs	482.410075079755	0.0211859431076195	0.182525293296104	0.907596055898079	0.940567996743325	un	FALSE	Hlcs
Celf5	6.31545977249065	-0.0532416050087568	0.460098819805091	0.907876230018814	0.940803838361327	un	FALSE	Celf5
Il10rb	247.73334488711	-0.0285175822475418	0.247417393320539	0.908238230312683	0.941052998004231	un	FALSE	Il10rb
Rrnad1	286.441194931801	-0.0249565754293196	0.216388249987205	0.908181661050772	0.941052998004231	un	FALSE	Rrnad1
Sntb2	141.638312385178	0.0191926759876442	0.166581037741598	0.908274511044785	0.941052998004231	un	FALSE	Sntb2
Ccdc11	4.9960949256587	0.0490573430295115	0.428627479906935	0.908879363986177	0.941302861638202	un	FALSE	Ccdc11
Ddx19a	818.578455480759	0.00927442238615934	0.0810494304281078	0.908897558944325	0.941302861638202	un	FALSE	Ddx19a
Dr1	837.640398887395	0.0160473916554224	0.140296367917211	0.908934911632634	0.941302861638202	un	FALSE	Dr1
Dusp26	2.36661188756506	-0.0411917774425938	0.360131449772888	0.908936694808979	0.941302861638202	un	FALSE	Dusp26
Efemp1	290.056022161095	0.0260882911867086	0.228007741871468	0.908906093319464	0.941302861638202	un	FALSE	Efemp1
Pla2g4b	82.3498727430868	-0.0338855471652024	0.295197581435569	0.908612067441018	0.941302861638202	un	FALSE	Pla2g4b
Serpina11	2146.16866141173	-0.0271481508183819	0.237072958128423	0.90883042226161	0.941302861638202	un	FALSE	Serpina11
Snord35a	0.182525588148394	0.0250062415777098	0.218251266524462	0.908781623245211	0.941302861638202	un	FALSE	Snord35a
Aldh3b1	69.5410499120848	0.0283862552597095	0.248489313203709	0.909051256883709	0.941366997488537	un	FALSE	Aldh3b1
Crygs	3.25610561580737	-0.0426477597621282	0.374297203410869	0.909284644138698	0.941554168069517	un	FALSE	Crygs
Arl13b	247.314012623006	-0.0186259301792628	0.163910889104865	0.909527545891604	0.941751168566472	un	FALSE	Arl13b
Itga3	243.300978223182	-0.0215826096681338	0.190924139067906	0.909996579983266	0.942088488108425	un	FALSE	Itga3
Mir3089	0.00426483147478768	-0.00392525170834284	0.034715319830669	0.909975276030894	0.942088488108425	un	FALSE	Mir3089
Slc18a1	215.678604453174	-0.0174977501074901	0.15490519405032	0.910064010820606	0.942088488108425	un	FALSE	Slc18a1
Usp15	1499.33789505939	-0.00844531866521254	0.0747474144410809	0.910042637768933	0.942088488108425	un	FALSE	Usp15
Bud13	186.863332730458	-0.0264595014102535	0.23440980958739	0.910127985432764	0.942100187942034	un	TRUE	Bud13
Gm12159	2.29877184095812	-0.0405774518323198	0.36019887230992	0.910305734366612	0.942229650745441	un	FALSE	Gm12159
Hexim2	48.9751820681949	0.0358424343986972	0.318821751765969	0.910489171966198	0.942364986388949	un	FALSE	Hexim2
Mir1930	0.10941677085868	-0.0412875536635076	0.367890861261401	0.91064284826296	0.942469504920224	un	FALSE	Mir1930
Mir17	0.00422248720132479	-0.00387033517149266	0.034524008195821	0.910739665357528	0.94251516834952	un	FALSE	Mir17
Htra3	212.590002078051	0.0360607976758088	0.322798952127046	0.911051073687208	0.942782891921396	un	FALSE	Htra3
Tmtc3	422.706079413657	-0.0136553760599549	0.122820849082313	0.911472616333865	0.943164548206394	un	FALSE	Tmtc3
Il1f9	46.5786468523393	-0.0343142614139153	0.309100216342807	0.911605732406008	0.943247722423572	un	FALSE	Il1f9
Orm1	17747.2471999649	0.0204567487707782	0.18470559448877	0.91181200159469	0.943406574913092	un	FALSE	Orm1
Notch3	83.5794932579487	-0.0308006690525745	0.278436735155628	0.911917694493285	0.943461353754448	un	FALSE	Notch3
Olfr20	9.15286703364366	-0.0507937816497258	0.45961174403721	0.912001317215365	0.943493293985425	un	FALSE	Olfr20
Lamb1	302.306293017501	0.0205012233479909	0.185684084733174	0.912084890934047	0.943525179829171	un	FALSE	Lamb1
Ube3b	2842.1338745315	0.00699258043638714	0.0635425082224471	0.912373123640236	0.943768763485585	un	FALSE	Ube3b
Prkg1	43.0183625410964	-0.033997160410109	0.309239152517899	0.912458477681728	0.943802471189879	un	FALSE	Prkg1
Gngt2	103.824586137159	0.0280739545092444	0.256861295344777	0.912967588288674	0.944255523272531	un	FALSE	Gngt2
Utp15	356.607755601126	-0.0163795803361275	0.149923817204765	0.913002069745899	0.944255523272531	un	FALSE	Utp15
Epb4.1l2	464.535540989172	-0.0212840436415453	0.196194332583028	0.913611376900064	0.94483105448017	un	FALSE	Epb4.1l2
Ccdc90a	1600.05121940493	-0.00805764250212982	0.074353111048632	0.913702241680184	0.944870391691245	un	FALSE	Ccdc90a
Thoc5	616.080901553315	0.0136574336586628	0.126902167635708	0.914295741324483	0.945414997665091	un	FALSE	Thoc5
Tlcd1	849.974977918107	-0.0105928967638802	0.0984719165478927	0.91433459854695	0.945414997665091	un	FALSE	Tlcd1
Dbf4	58.9616186677907	-0.0295979859371617	0.27577482737443	0.914529850022465	0.945507566329584	un	FALSE	Dbf4
Mir222	0.0037977507953166	-0.00353188402218514	0.0328945366739357	0.914495510837822	0.945507566329584	un	FALSE	Mir222
B330016D10Rik	48.4501577009285	-0.0330078582863118	0.308781346075165	0.914870542302995	0.945586507924378	un	FALSE	B330016D10Rik
Ctla2a	145.108631523013	-0.021084260335968	0.196904218681025	0.914726494273511	0.945586507924378	un	FALSE	Ctla2a
Ets1	833.087574331591	0.0219298718375747	0.205130470238966	0.914862803697495	0.945586507924378	un	FALSE	Ets1
Rpia	114.952076519117	-0.0217111694168283	0.202733986377527	0.914716066732854	0.945586507924378	un	TRUE	Rpia
Zfp951	125.86194844484	-0.0232786985930995	0.217760207300807	0.914867830716618	0.945586507924378	un	FALSE	Zfp951
Hdac9	30.3350009399796	0.045948880142105	0.43034558032597	0.914969820966117	0.945634474621517	un	FALSE	Hdac9
Hsdl1	324.549013605284	-0.0143223983758827	0.134343489099727	0.91509815461869	0.945712462790194	un	FALSE	Hsdl1
Gnas	16794.3919769364	-0.00556620080760656	0.0523284530915289	0.915288442002092	0.94584709678924	un	FALSE	Gnas
Syt17	2.38725170336911	0.0362048504136401	0.340550320886369	0.915334194248292	0.94584709678924	un	FALSE	Syt17
Fam83a	49.6528048156137	-0.0422864983472792	0.40045686229008	0.915903184818494	0.946380379183338	un	FALSE	Fam83a
Mir28b	0.00370340081648486	-0.00342358170865338	0.0324641475414864	0.916012941811082	0.946384443000982	un	FALSE	Mir28b
Mob1b	904.494669593914	-0.0128042033800303	0.121347598279677	0.915965784905675	0.946384443000982	un	FALSE	Mob1b
Tra2a	762.448909090744	-0.0143326266861985	0.136147418258656	0.916159306122132	0.946480988234301	un	FALSE	Tra2a
Cep97	196.121094636673	-0.0152082551540943	0.145500741565403	0.916753874341423	0.947040533468332	un	FALSE	Cep97
BC024386	8449.60186239872	0.0217340734813693	0.208718860171699	0.917065504758918	0.947218762515683	un	FALSE	BC024386
Cav3	2.29295812333774	0.0339348710242432	0.326170813675544	0.917137460454172	0.947218762515683	un	FALSE	Cav3
Gm10336	167.004431606816	-0.0185486792986537	0.1781137358918	0.91705862741565	0.947218762515683	un	FALSE	Gm10336
Slc38a9	255.448037044009	0.0201145953406221	0.19346078427564	0.917191196914297	0.947218762515683	un	FALSE	Slc38a9
Tdp1	88.1981293997153	-0.0228558255973546	0.219706532207968	0.91714642592273	0.947218762515683	un	FALSE	Tdp1
Mybl2	23.3353283573971	0.0427554181092966	0.411911683876231	0.917330021368908	0.947262689911845	un	FALSE	Mybl2
Slc24a5	47.8562412727582	-0.029502844837809	0.28426777951604	0.917339654029021	0.947262689911845	un	FALSE	Slc24a5
Ppp2r2a	750.604286032164	-0.0102632732903963	0.0991660018360541	0.9175694139041	0.947445245184663	un	FALSE	Ppp2r2a
Ociad1	3429.57834666481	0.00472445197785529	0.0456838185530359	0.917632567410733	0.947455758281381	un	FALSE	Ociad1
Ace2	24.4873481576032	0.0456784970162271	0.442779851583967	0.917833606365523	0.947547044284594	un	FALSE	Ace2
B020004C17Rik	3.0740477733816	0.0373582988037667	0.362803536736703	0.917985865110335	0.947547044284594	un	FALSE	B020004C17Rik
Enho	763.886706107512	0.0358617891958751	0.348209105630036	0.917971515230996	0.947547044284594	un	FALSE	Enho
Miat	1.94566025828183	-0.0361945938090317	0.351466115065818	0.917977459358249	0.947547044284594	un	FALSE	Miat
Mylip	619.745875141252	-0.0275732251242368	0.267747124341016	0.917976987858993	0.947547044284594	un	FALSE	Mylip
Gm5434	46.4603256895351	0.0338645769644066	0.32979870044662	0.918214910477919	0.947728771931909	un	FALSE	Gm5434
0610010F05Rik	765.301300187272	0.0106063594370455	0.103985029470111	0.918757541985857	0.948234125560245	un	FALSE	0610010F05Rik
Cxx1c	31.9552914641544	-0.0336797012139111	0.332548515267162	0.919330131487577	0.948770338225538	un	FALSE	Cxx1c
Serpine3	18.4122459858737	-0.0462631775285942	0.458195985471989	0.919575784202041	0.948914352751266	un	FALSE	Serpine3
Slc17a7	2.5507930101616	-0.0359503706882347	0.355853909808785	0.91953010272295	0.948914352751266	un	FALSE	Slc17a7
Hps4	461.676184052192	0.0113352750942583	0.112721722220124	0.919899901017864	0.949139292160687	un	FALSE	Hps4
Taf6	725.481687254079	-0.00962259211558766	0.0956879733480037	0.9198980128496	0.949139292160687	un	FALSE	Taf6
Chst9	2.95662169881879	0.0358324868784386	0.357078478155536	0.920067215891167	0.949257165633907	un	FALSE	Chst9
Zfp946	703.504953991752	-0.0108519276714087	0.108536091642339	0.920356625011321	0.949500986038674	un	FALSE	Zfp946
1700040I03Rik	161.857435573599	0.0207251408683505	0.207872451399947	0.920581517210116	0.949568686091126	un	FALSE	1700040I03Rik
Gm15319	7.46450149000656	-0.0456837606958012	0.458043516938267	0.920553342850112	0.949568686091126	un	FALSE	Gm15319
Gtf3c6	342.06601045389	-0.011984999461225	0.120060278829739	0.920483378240466	0.949568686091126	un	FALSE	Gtf3c6
Tmem200b	138.503495441307	0.0279957018974371	0.282673467883598	0.921107292674468	0.95005622725192	un	FALSE	Tmem200b
Prrt3	13.2066739863802	0.0460684213704495	0.465527004595009	0.921170252968213	0.950066378998354	un	FALSE	Prrt3
Plk1s1	513.341552148692	-0.011718255209565	0.118571252826796	0.921274197461223	0.950118796966582	un	FALSE	Plk1s1
Prickle2	61.0219717568917	0.0292952119051441	0.298348483106781	0.92178042661582	0.95053126033154	un	FALSE	Prickle2
Reep3	3927.40889153797	-0.00707569116175851	0.0720491047223119	0.921768312800184	0.95053126033154	un	FALSE	Reep3
Neurl2	59.8193787967285	-0.0374721724610717	0.382613086695203	0.921981915601517	0.950684223593262	un	TRUE	Neurl2
Susd5	1.68776378963401	-0.0303566796908132	0.310486091746631	0.922113767352167	0.950765368240091	un	FALSE	Susd5
4930429B21Rik	4.28912423514939	-0.0409840223888651	0.420306809323595	0.922321571933167	0.950924129433303	un	FALSE	4930429B21Rik
Zfp790	344.62178294393	-0.0174692744468525	0.17927564372236	0.922374075899496	0.950924129433303	un	FALSE	Zfp790
Ap4b1	834.901886061909	0.0083774720819046	0.086175191812115	0.922556109488088	0.951056978346049	un	FALSE	Ap4b1
Pbx1	931.517940806336	-0.0105269253833379	0.109375950887895	0.92332572325232	0.951740657335811	un	FALSE	Pbx1
Ppif	972.899948855613	0.011089223445122	0.11520239147697	0.923315173356454	0.951740657335811	un	FALSE	Ppif
Zw10	587.060900148416	0.0095166016345262	0.0991711835696025	0.923551261250104	0.951918276881194	un	FALSE	Zw10
BC088983	217.230497147841	0.017001389906357	0.177677492177493	0.923769328227433	0.952033316316674	un	FALSE	BC088983
Wdr31	5.38107714732943	-0.0399429830125973	0.417390694175221	0.923761326845718	0.952033316316674	un	FALSE	Wdr31
Gng8	4.05888637632542	-0.0362333238107377	0.379985075435672	0.92403317787385	0.952250369869306	un	FALSE	Gng8
Mir23b	0.408318608244708	0.0424918254248576	0.446560273633883	0.924192810704508	0.952360005315483	un	FALSE	Mir23b
Mrps7	2162.9538905038	-0.0068709172222905	0.0723938122574744	0.92438608859223	0.952504296610245	un	FALSE	Mrps7
Apoa1	330514.824363163	0.012656611741474	0.133462555149963	0.924447729207414	0.952512937646397	un	FALSE	Apoa1
Synb	5.21936337236203	-0.0414189504238456	0.43776209100745	0.924620471372729	0.952636045562939	un	FALSE	Synb
Elp4	376.972833029161	0.0140240207666276	0.148453102758376	0.92473765222871	0.952701897803278	un	FALSE	Elp4
Slc7a9	1.88079148650795	0.0314381274338203	0.333378449575683	0.924869564112601	0.95278291808075	un	FALSE	Slc7a9
Rgl2	779.274223335325	-0.00868342571535008	0.0927174219908229	0.925383427297798	0.95325738528183	un	FALSE	Rgl2
Dhx34	480.978678753179	0.0143124624618089	0.153582062422403	0.925751842428722	0.953581977290954	un	FALSE	Dhx34
Psmg2	353.231350088072	-0.0108615006899162	0.117108420581604	0.926104245195528	0.953835110535945	un	FALSE	Psmg2
Zfp595	188.77544136998	0.0235050690828333	0.253286497384952	0.926062193417851	0.953835110535945	un	FALSE	Zfp595
Pcsk2	1.72007623780627	-0.0285602373849684	0.308244510509929	0.926178054501456	0.95385620330587	un	FALSE	Pcsk2
Ccdc40	6.58264699691547	-0.0425299125171219	0.45998975244014	0.926333848512982	0.953961723543482	un	FALSE	Ccdc40
Tsnax	1286.40066174922	0.00704183006252994	0.0762774206243051	0.926444854787115	0.954021110756079	un	FALSE	Tsnax
Ttc13	920.225588327266	-0.00826066844129651	0.0895556123676489	0.926506836826773	0.95403001056325	un	FALSE	Ttc13
Crls1	1871.21510192756	-0.00934329536239827	0.101431213010276	0.926606990619	0.954031970467661	un	FALSE	Crls1
Csgalnact2	419.296591367435	0.0109395704569837	0.118774122680849	0.926615419376283	0.954031970467661	un	FALSE	Csgalnact2
Eid3	10.7592991787846	-0.0431905155599212	0.470089928632592	0.926795658700902	0.954162617367428	un	FALSE	Eid3
2510039O18Rik	1662.31698741629	-0.00773227906331206	0.0844458830023209	0.927043737826983	0.954363088222252	un	FALSE	2510039O18Rik
9330111N05Rik	2.48494378815964	-0.0327287054120727	0.357868601750364	0.927131433154456	0.954398435303632	un	TRUE	9330111N05Rik
Atp6v0a1	1628.4158181906	-0.00736448778181197	0.0805905955178654	0.927189478082757	0.954403257653556	un	FALSE	Atp6v0a1
Aurkaip1	1787.4628487901	-0.00633029793816111	0.0694300744395316	0.92735341455393	0.954462794273605	un	FALSE	Aurkaip1
Zfp948	137.912972116953	-0.0185626954778895	0.203595556994935	0.927354044441837	0.954462794273605	un	FALSE	Zfp948
Sat2	298.495267587564	-0.0120447159249825	0.132248236192863	0.927431748580136	0.954487844818707	un	FALSE	Sat2
Chrnb2	84.3077051979873	0.0222191997033083	0.244461332448235	0.927579641213723	0.954585124438933	un	FALSE	Chrnb2
Golim4	2691.0983619113	-0.0098049944074059	0.108325268606586	0.927878468143387	0.954782779957002	un	FALSE	Golim4
Snai2	192.418547597521	-0.0178646234853258	0.197363878672021	0.927877040501958	0.954782779957002	un	FALSE	Snai2
Fermt3	184.302101376113	-0.0220816301323497	0.246474092062049	0.928612978982161	0.955483618597189	un	FALSE	Fermt3
Senp7	247.44088421985	0.0133024635659568	0.148700619847917	0.928717912062704	0.955536618451077	un	FALSE	Senp7
Slc39a5	65.3128121812351	0.0235325095105038	0.264194141033264	0.929024061051245	0.955741651671607	un	FALSE	Slc39a5
Snhg7	40.698698565144	0.0313819863675665	0.352210211343987	0.929002309826941	0.955741651671607	un	FALSE	Snhg7
Mir186	0.824831269799082	0.0398706714957227	0.449144683198948	0.929264526720198	0.955934049860095	un	FALSE	Mir186
Artn	3.00597337516187	0.0307353661408876	0.346711773878299	0.929361520341843	0.955978844768473	un	FALSE	Artn
Lman1l	2.05951222697395	0.029622519500972	0.335260101514026	0.92959307241453	0.956162038829506	un	FALSE	Lman1l
Mir10a	0.208995147131672	-0.0310296492878095	0.352574295271633	0.929869662396663	0.95629509381023	un	FALSE	Mir10a
Mir192	0.593300506989226	0.0395337957697069	0.449023586915737	0.929841770306537	0.95629509381023	un	FALSE	Mir192
Snord43	0.0139281633123713	-0.012094222780142	0.137446440089479	0.929882828555715	0.95629509381023	un	FALSE	Snord43
Frmd7	8.00303470371322	0.0405548396894161	0.461730970577416	0.930010057261464	0.956370947172916	un	FALSE	Frmd7
2310007L24Rik	3.00754669299934	-0.0324936454480815	0.371107424108125	0.930227510425185	0.956402155846561	un	FALSE	2310007L24Rik
Atp8b3	2.26216738819866	0.0296831201085449	0.339057669164013	0.930237576020933	0.956402155846561	un	FALSE	Atp8b3
Fgfbp1	2.04388342735706	0.025856744113258	0.294844926661144	0.930118235766974	0.956402155846561	un	FALSE	Fgfbp1
Zfp518a	457.505666217556	0.012468121185051	0.14245227593658	0.930254294155352	0.956402155846561	un	FALSE	Zfp518a
Thap2	285.616856249892	-0.0191899730583032	0.219640349138094	0.930377430064918	0.956473773660255	un	FALSE	Thap2
Fbxl4	633.023348924082	-0.00909299200166427	0.10427376795157	0.930510104363264	0.956524374458815	un	FALSE	Fbxl4
Snord69	0.104321477465017	0.0295452620715875	0.338924836503658	0.930533608161879	0.956524374458815	un	FALSE	Snord69
Nme1	1633.6864018501	-0.0066595607591667	0.0766824839502341	0.930793987715364	0.956737041795126	un	FALSE	Nme1
Plbd2	3723.12597319667	-0.00604466940271118	0.0700251983914463	0.931210969886102	0.957110642879142	un	FALSE	Plbd2
Nek1	302.931011672854	0.0112097192304411	0.130029329986648	0.931300149700006	0.957147300898368	un	FALSE	Nek1
1300010F03Rik	16043.8810034158	-0.00383631961940985	0.0445583618344717	0.931389694834343	0.957159014718427	un	FALSE	1300010F03Rik
Grem1	2.4174234489009	-0.0308653844526699	0.358648838735667	0.931418576046865	0.957159014718427	un	FALSE	Grem1
Efcab2	100.803882498521	0.020597002079306	0.240856558229716	0.931851464227123	0.957545279706929	un	FALSE	Efcab2
Maoa	530.338604265669	0.0087294496430561	0.102155381798028	0.931901525430981	0.957545279706929	un	FALSE	Maoa
Dguok	306.830752629305	-0.00996320637396902	0.117025175152147	0.932152244104028	0.95774787672591	un	FALSE	Dguok
D11Wsu99e	522.914217090717	-0.0103568838123075	0.122269230069631	0.932495474260641	0.957917170901617	un	FALSE	D11Wsu99e
Lig1	79.0252493081952	-0.0185831564423008	0.219676692950361	0.932584797993395	0.957917170901617	un	FALSE	Lig1
Myg1	507.54588482	0.00948241252504346	0.11178709361183	0.932400003782554	0.957917170901617	un	FALSE	Myg1
Slc27a6	8.44206130448826	-0.0397227705859416	0.469565799072569	0.932583625140988	0.957917170901617	un	FALSE	Slc27a6
Snord85	0.00231789304128153	-0.00219898101713871	0.0259849633069763	0.932559416228755	0.957917170901617	un	FALSE	Snord85
Exoc6b	271.961841755009	0.0104657703707893	0.124085059889745	0.932783313999582	0.958066059159098	un	FALSE	Exoc6b
Dnmt1	274.46538890746	0.00963450587593229	0.11442347987921	0.93289707862036	0.958127886775983	un	FALSE	Dnmt1
Snord57	0.00229726265582277	-0.00217514580102403	0.0258621739572001	0.932972713808513	0.958150548873396	un	FALSE	Snord57
Ccrl1	73.7216104635076	0.0196524378949292	0.23407371851059	0.933089564651272	0.95821553386649	un	FALSE	Ccrl1
Rsph3a	374.554011408665	0.0110045896265425	0.131748818142614	0.933432472730414	0.958512642510976	un	FALSE	Rsph3a
Gm16119	29.9766903542159	-0.0367656850501491	0.440953981944637	0.933551298508617	0.958526575918858	un	FALSE	Gm16119
Snora17	0.938708009602081	-0.0340599098580995	0.408513779360602	0.933553223331461	0.958526575918858	un	TRUE	Snora17
Gpn3	408.726732287407	0.0107664883501276	0.12975427586486	0.933870637994775	0.958753734602277	un	FALSE	Gpn3
Mup3	247588.53149477	-0.0172069368928443	0.207407185570246	0.933881670817448	0.958753734602277	un	FALSE	Mup3
Dnase1l1	156.29273487311	0.0127115395387789	0.153378175461983	0.933949256960742	0.958768088733274	un	FALSE	Dnase1l1
Carns1	37.8127033154498	-0.0279851752382696	0.338019737106194	0.934017294599873	0.95878290468396	un	FALSE	Carns1
Gm16548	120.046844386046	-0.0255779571847534	0.30991849855359	0.934224279188217	0.958940341897299	un	FALSE	Gm16548
Hapln2	2.06304451716145	0.0275327273282764	0.335253297339282	0.934547193873753	0.95921675138448	un	FALSE	Hapln2
Ptcd2	805.967059350238	0.00874590670752896	0.107333445117631	0.935057432017392	0.959685386415509	un	FALSE	Ptcd2
Lsamp	2.23390390344693	-0.0290897836483351	0.358019758017631	0.935241629971949	0.959819359288403	un	FALSE	Lsamp
Prr12	558.280155453446	0.00802629681352897	0.0989161428863928	0.935328677723548	0.959853619241688	un	FALSE	Prr12
Nup98	575.205085280703	0.00911848782343568	0.112635719443334	0.935477293866123	0.959951054394118	un	FALSE	Nup98
Slc29a2	39.3966571262922	0.0352581982420249	0.436666060400686	0.935645482420171	0.960068561675588	un	FALSE	Slc29a2
Fchsd1	28.7902323151881	0.033612425211279	0.418121866183893	0.93592782489301	0.960303182425217	un	FALSE	Fchsd1
BC005764	112.820458694361	-0.0263020480407754	0.329398550521651	0.93635758611908	0.96068902571708	un	FALSE	BC005764
Cd38	601.168324289974	0.0208423956834709	0.262844836831279	0.936797637183845	0.960935674895783	un	FALSE	Cd38
Fam171a2	117.747417634335	0.0209265397723115	0.263964614140919	0.936811646015401	0.960935674895783	un	FALSE	Fam171a2
Glod5	4.59502926635408	0.0334962012199027	0.422525007096379	0.936812890705455	0.960935674895783	un	FALSE	Glod5
Mfsd4	269.630534622009	0.00993052287859754	0.125119201654941	0.936739525976177	0.960935674895783	un	FALSE	Mfsd4
Mta1	992.925198955397	-0.00665758337800775	0.0840554199367385	0.93686981518886	0.960938955985087	un	FALSE	Mta1
Ssh3	405.218228449447	0.012299369223525	0.155498130061182	0.93695580918268	0.960972051324125	un	FALSE	Ssh3
Arl6	76.1795580819756	0.0192522028189588	0.243840956998756	0.937069263986218	0.960978203982426	un	FALSE	Arl6
Bhlha9	3.51672179330795	-0.0293310592031839	0.371348081047589	0.93704427341299	0.960978203982426	un	FALSE	Bhlha9
Mir26a-2	0.0515364774980957	-0.0144004429529871	0.182603647939501	0.937142588746502	0.960998299639946	un	FALSE	Mir26a-2
Aldh16a1	3340.8072573184	-0.00598065134348053	0.0761042001752544	0.937362689923316	0.96116889709158	un	TRUE	Aldh16a1
Mctp2	494.865890918019	-0.0082915667934513	0.10571556834948	0.937483792557033	0.961220391236697	un	FALSE	Mctp2
Nctc1	2.36525900017663	0.0250676414446136	0.319794261601337	0.937520391654041	0.961220391236697	un	FALSE	Nctc1
Rps6ka6	2.29877184095812	-0.0279841135254731	0.358055437144063	0.937704111155334	0.96135364737615	un	FALSE	Rps6ka6
Adam19	35.2338692896862	-0.024181388921882	0.309800939580477	0.93778461961897	0.961381080214644	un	FALSE	Adam19
Slc30a3	31.9576176379917	0.0359633402211569	0.461196836031261	0.937845323168914	0.961388207828932	un	FALSE	Slc30a3
Ctla4	2.7681240434208	-0.0287022918483687	0.368829106510869	0.937971213744333	0.961462154222657	un	FALSE	Ctla4
Snora69	0.273473641461813	-0.0213091150589503	0.274152890676403	0.938045119482967	0.961482808428215	un	FALSE	Snora69
Zfp524	532.884639141628	-0.0089133270118791	0.115017597860618	0.938229504080451	0.96161669302521	un	FALSE	Zfp524
Trim55	1.57162613771324	0.0235737449778753	0.304833608621953	0.938358515284067	0.961693811847973	un	FALSE	Trim55
Ip6k3	1.64827079742348	-0.0241142786901844	0.312176773113685	0.938428175239239	0.961710098110871	un	FALSE	Ip6k3
1500031L02Rik	134.641686100877	0.0124783871788078	0.163585593716486	0.93919595739012	0.962111047759432	un	FALSE	1500031L02Rik
B3gnt2	564.827594389836	-0.0101030400291965	0.132407243614316	0.939178218684633	0.962111047759432	un	FALSE	B3gnt2
Capn12	3.70145997213305	0.0302520322054106	0.396152845277339	0.939129075347906	0.962111047759432	un	FALSE	Capn12
Fcgr3	240.674952816737	0.0223752909693686	0.293150685624239	0.93915900371089	0.962111047759432	un	FALSE	Fcgr3
Klra3	3.31111648586586	-0.027650964544371	0.361526518151839	0.939034108126796	0.962111047759432	un	FALSE	Klra3
Srek1	948.709731392213	0.0119499905844414	0.155910503747465	0.938904785676417	0.962111047759432	un	FALSE	Srek1
Trim69	6.4163175930939	0.0349336486377474	0.457189622381413	0.93909328015001	0.962111047759432	un	FALSE	Trim69
1700003D09Rik	3.7323744119029	-0.0283626610734982	0.37422191547666	0.939585359742281	0.962153273486848	un	FALSE	1700003D09Rik
Ccnl2	2831.01531652087	0.0140169931944207	0.185195018264566	0.939667526627992	0.962153273486848	un	FALSE	Ccnl2
